gene_name	type	chromsome	start	stop	length	strand
AT4G38060	protein_coding_gene	Chr4	17873485	17874804	1320	-
AT4G38070	protein_coding_gene	Chr4	17876535	17882569	6035	+
AT4G38080	protein_coding_gene	Chr4	17882964	17883612	649	+
AT4G38090	protein_coding_gene	Chr4	17883617	17884821	1205	-
AT4G38092	protein_coding_gene	Chr4	17885340	17886890	1551	+
AT4G38100	protein_coding_gene	Chr4	17886869	17888204	1336	-
AT4G38120	protein_coding_gene	Chr4	17888519	17896107	7589	-
AT4G38130	protein_coding_gene	Chr4	17896292	17899491	3200	-
AT4G38140	protein_coding_gene	Chr4	17899868	17900305	438	-
AT4G38150	protein_coding_gene	Chr4	17900609	17902160	1552	-
AT4G38160	protein_coding_gene	Chr4	17902266	17904300	2035	+
AT4G38170	protein_coding_gene	Chr4	17904558	17906821	2264	+
AT4G38180	protein_coding_gene	Chr4	17906514	17909677	3164	-
AT4G38190	protein_coding_gene	Chr4	17909919	17913641	3723	-
AT4G38200	protein_coding_gene	Chr4	17915293	17922732	7440	+
AT4G38210	protein_coding_gene	Chr4	17922756	17923973	1218	-
AT4G38215	other_RNA	Chr4	17923332	17924252	921	+
AT4G38220	protein_coding_gene	Chr4	17925180	17927097	1918	+
AT4G38225	protein_coding_gene	Chr4	17927198	17928901	1704	+
AT4G38230	protein_coding_gene	Chr4	17928677	17931511	2835	-
AT4G38240	protein_coding_gene	Chr4	17931570	17935325	3756	-
AT4G38250	protein_coding_gene	Chr4	17935402	17937068	1667	+
AT4G38260	protein_coding_gene	Chr4	17936921	17938728	1808	-
AT4G38270	protein_coding_gene	Chr4	17938372	17941558	3187	+
AT4G38280	protein_coding_gene	Chr4	17941796	17943363	1568	+
AT4G38290	protein_coding_gene	Chr4	17942871	17944047	1177	+
AT4G38300	protein_coding_gene	Chr4	17944556	17945491	936	-
AT4G38310	protein_coding_gene	Chr4	17948482	17948844	363	+
AT4G38320	protein_coding_gene	Chr4	17948692	17950522	1831	+
AT4G38330	protein_coding_gene	Chr4	17951470	17952763	1294	+
AT4G38340	protein_coding_gene	Chr4	17954710	17957828	3119	+
AT4G38350	protein_coding_gene	Chr4	17958177	17966962	8786	-
AT4G38360	protein_coding_gene	Chr4	17967107	17969958	2852	+
AT4G38370	protein_coding_gene	Chr4	17969907	17971295	1389	-
AT4G38380	protein_coding_gene	Chr4	17971855	17975100	3246	-
AT4G38390	protein_coding_gene	Chr4	17975776	17978380	2605	+
AT4G38400	protein_coding_gene	Chr4	17978443	17979740	1298	-
AT4G38401	protein_coding_gene	Chr4	17979763	17979885	123	-
AT4G38405	protein_coding_gene	Chr4	17980417	17980557	141	-
AT4G38410	protein_coding_gene	Chr4	17980940	17981719	780	+
AT4G38420	protein_coding_gene	Chr4	17982774	17985372	2599	+
AT4G38430	protein_coding_gene	Chr4	17986466	17988807	2342	+
AT4G38440	protein_coding_gene	Chr4	17989067	17994723	5657	+
AT4G38460	protein_coding_gene	Chr4	17994781	17996205	1425	+
AT4G38470	protein_coding_gene	Chr4	17999432	18003681	4250	+
AT4G38480	protein_coding_gene	Chr4	18003916	18006140	2225	+
AT4G38490	protein_coding_gene	Chr4	18006288	18007372	1085	+
AT4G38495	protein_coding_gene	Chr4	18007357	18008071	715	-
AT4G38500	protein_coding_gene	Chr4	18007756	18010903	3148	+
AT4G38510	protein_coding_gene	Chr4	18010812	18015173	4362	-
AT4G38520	protein_coding_gene	Chr4	18015736	18018306	2571	-
AT4G38530	protein_coding_gene	Chr4	18020674	18022985	2312	+
AT4G38540	protein_coding_gene	Chr4	18023121	18025027	1907	+
AT4G38545	other_RNA	Chr4	18022983	18025287	2305	-
AT4G38550	protein_coding_gene	Chr4	18025635	18028800	3166	+
AT4G38552	other_RNA	Chr4	18025620	18028492	2873	-
AT4G38560	protein_coding_gene	Chr4	18029196	18031333	2138	+
AT4G38570	protein_coding_gene	Chr4	18031279	18033741	2463	-
AT4G38580	protein_coding_gene	Chr4	18034431	18035889	1459	+
AT4G38590	protein_coding_gene	Chr4	18036092	18040928	4837	+
AT4G38600	protein_coding_gene	Chr4	18041031	18049292	8262	-
AT4G38620	protein_coding_gene	Chr4	18053551	18054999	1449	+
AT4G38630	protein_coding_gene	Chr4	18057130	18059540	2411	-
AT4G38640	protein_coding_gene	Chr4	18059653	18062289	2637	-
AT4G38650	protein_coding_gene	Chr4	18063166	18065849	2684	+
AT4G38660	protein_coding_gene	Chr4	18066177	18068205	2029	-
AT4G38670	protein_coding_gene	Chr4	18069559	18071355	1797	-
AT4G38680	protein_coding_gene	Chr4	18071884	18073182	1299	-
AT4G38690	protein_coding_gene	Chr4	18074475	18075765	1291	-
AT4G38700	protein_coding_gene	Chr4	18076459	18077177	719	-
AT4G38710	protein_coding_gene	Chr4	18077790	18080083	2294	-
AT4G38730	protein_coding_gene	Chr4	18080233	18082537	2305	-
AT4G38740	protein_coding_gene	Chr4	18083395	18084251	857	-
AT4G38760	protein_coding_gene	Chr4	18084908	18096166	11259	-
AT4G38770	protein_coding_gene	Chr4	18096809	18098565	1757	-
AT4G38780	protein_coding_gene	Chr4	18101296	18111029	9734	-
AT4G38781	protein_coding_gene	Chr4	18111041	18111193	153	-
AT4G38790	protein_coding_gene	Chr4	18111361	18113206	1846	+
AT4G38800	protein_coding_gene	Chr4	18113161	18115133	1973	-
AT4G38810	protein_coding_gene	Chr4	18115283	18119077	3795	-
AT4G38820	protein_coding_gene	Chr4	18121543	18121975	433	-
AT4G38825	protein_coding_gene	Chr4	18121526	18122010	485	+
AT4G38830	protein_coding_gene	Chr4	18122326	18124943	2618	+
AT4G38840	protein_coding_gene	Chr4	18124978	18125559	582	-
AT4G38850	protein_coding_gene	Chr4	18126171	18126680	510	+
AT4G38860	protein_coding_gene	Chr4	18130268	18131060	793	+
AT4G38870	protein_coding_gene	Chr4	18132583	18133863	1281	-
AT4G38880	protein_coding_gene	Chr4	18134116	18135714	1599	+
AT4G38890	protein_coding_gene	Chr4	18135800	18139206	3407	-
AT4G38900	protein_coding_gene	Chr4	18139295	18141983	2689	-
AT4G38910	protein_coding_gene	Chr4	18145239	18146928	1690	-
AT4G38920	protein_coding_gene	Chr4	18147211	18149267	2057	+
AT4G38930	protein_coding_gene	Chr4	18149534	18151793	2260	+
AT4G38932	other_RNA	Chr4	18151687	18152569	883	-
AT4G38940	protein_coding_gene	Chr4	18152687	18154114	1428	+
AT4G38950	protein_coding_gene	Chr4	18154395	18159936	5542	-
AT4G38960	protein_coding_gene	Chr4	18161088	18163321	2234	+
AT4G38970	protein_coding_gene	Chr4	18163496	18165762	2267	-
AT4G38980	protein_coding_gene	Chr4	18166709	18168192	1484	-
AT4G38990	protein_coding_gene	Chr4	18169175	18170949	1775	-
AT4G39000	protein_coding_gene	Chr4	18171722	18173797	2076	-
AT4G39010	protein_coding_gene	Chr4	18175902	18179183	3282	-
AT4G39020	protein_coding_gene	Chr4	18182315	18184340	2026	+
AT4G39030	protein_coding_gene	Chr4	18185667	18189224	3558	+
AT4G39040	protein_coding_gene	Chr4	18189012	18190556	1545	-
AT4G39050	protein_coding_gene	Chr4	18193135	18200697	7563	+
AT4G39060	protein_coding_gene	Chr4	18202607	18204634	2028	+
AT4G39070	protein_coding_gene	Chr4	18204855	18206509	1655	-
AT4G39080	protein_coding_gene	Chr4	18209399	18215056	5658	+
AT4G39090	protein_coding_gene	Chr4	18215556	18217482	1927	-
AT4G39100	protein_coding_gene	Chr4	18217939	18220290	2352	-
AT4G39110	protein_coding_gene	Chr4	18222483	18225119	2637	-
AT4G39120	protein_coding_gene	Chr4	18220589	18227988	7400	-
AT4G39130	protein_coding_gene	Chr4	18228118	18228852	735	-
AT4G39140	protein_coding_gene	Chr4	18229331	18232071	2741	-
AT4G39150	protein_coding_gene	Chr4	18233485	18236064	2580	-
AT4G39160	protein_coding_gene	Chr4	18236355	18240478	4124	+
AT4G39170	protein_coding_gene	Chr4	18240605	18243795	3191	+
AT4G39180	protein_coding_gene	Chr4	18243726	18248805	5080	-
AT4G39190	protein_coding_gene	Chr4	18251811	18253073	1263	-
AT4G39195	tRNA	Chr4	18254989	18255024	36	-
AT4G39200	protein_coding_gene	Chr4	18257336	18258680	1345	+
AT4G39210	protein_coding_gene	Chr4	18259609	18263417	3809	+
AT4G39220	protein_coding_gene	Chr4	18263617	18265771	2155	+
AT4G39230	protein_coding_gene	Chr4	18265885	18267829	1945	-
AT4G39235	protein_coding_gene	Chr4	18268049	18269212	1164	+
AT4G39240	protein_coding_gene	Chr4	18269150	18270787	1638	-
AT4G39250	protein_coding_gene	Chr4	18271457	18271857	401	-
AT4G39260	protein_coding_gene	Chr4	18273899	18275079	1181	-
AT4G39270	protein_coding_gene	Chr4	18276505	18279848	3344	+
AT4G39280	protein_coding_gene	Chr4	18280098	18284930	4833	-
AT4G39290	protein_coding_gene	Chr4	18285205	18286302	1098	-
AT4G39300	protein_coding_gene	Chr4	18286745	18288345	1601	+
AT4G39320	protein_coding_gene	Chr4	18289055	18289857	803	+
AT4G39330	protein_coding_gene	Chr4	18291218	18293383	2166	+
AT4G39340	protein_coding_gene	Chr4	18293129	18293512	384	-
AT4G39345	tRNA	Chr4	18293780	18293851	72	+
AT4G39350	protein_coding_gene	Chr4	18296797	18302192	5396	+
AT4G39360	protein_coding_gene	Chr4	18302890	18303619	730	+
AT4G39361	snoRNA	Chr4	18304891	18305010	120	+
AT4G39363	snoRNA	Chr4	18305256	18305375	120	+
AT4G39364	snoRNA	Chr4	18305415	18305536	122	+
AT4G39366	snoRNA	Chr4	18305585	18305704	120	+
AT4G39370	protein_coding_gene	Chr4	18306135	18308842	2708	+
AT4G39380	protein_coding_gene	Chr4	18309154	18312724	3571	-
AT4G39390	protein_coding_gene	Chr4	18315575	18318142	2568	+
AT4G39400	protein_coding_gene	Chr4	18324661	18328826	4166	+
AT4G39403	protein_coding_gene	Chr4	18329094	18329699	606	-
AT4G39404	other_RNA	Chr4	18329734	18330012	279	-
AT4G39410	protein_coding_gene	Chr4	18332878	18334789	1912	-
AT4G39420	protein_coding_gene	Chr4	18339287	18355093	15807	+
AT4G39460	protein_coding_gene	Chr4	18355783	18358980	3198	-
AT4G39470	protein_coding_gene	Chr4	18359373	18361170	1798	-
AT4G39480	protein_coding_gene	Chr4	18362258	18364209	1952	+
AT4G39490	protein_coding_gene	Chr4	18365049	18366888	1840	+
AT4G39500	protein_coding_gene	Chr4	18366950	18368359	1410	-
AT4G39510	protein_coding_gene	Chr4	18368803	18370652	1850	-
AT4G39520	protein_coding_gene	Chr4	18370968	18374204	3237	-
AT4G39530	protein_coding_gene	Chr4	18374736	18377240	2505	-
AT4G39540	protein_coding_gene	Chr4	18378225	18380417	2193	+
AT4G39550	protein_coding_gene	Chr4	18380526	18381905	1380	-
AT4G39560	protein_coding_gene	Chr4	18382291	18383817	1527	-
AT4G39570	protein_coding_gene	Chr4	18384100	18385544	1445	-
AT4G39580	protein_coding_gene	Chr4	18385684	18386811	1128	-
AT4G39590	protein_coding_gene	Chr4	18387331	18388732	1402	-
AT4G39600	protein_coding_gene	Chr4	18389436	18390539	1104	-
AT4G39610	protein_coding_gene	Chr4	18393570	18394745	1176	-
AT4G39615	tRNA	Chr4	18395028	18395099	72	+
AT4G39620	protein_coding_gene	Chr4	18395294	18397578	2285	+
AT4G39630	protein_coding_gene	Chr4	18397591	18399387	1797	-
AT4G39640	protein_coding_gene	Chr4	18399955	18402963	3009	+
AT4G39650	protein_coding_gene	Chr4	18403560	18406025	2466	+
AT4G39660	protein_coding_gene	Chr4	18406765	18409564	2800	+
AT4G39670	protein_coding_gene	Chr4	18410172	18411000	829	+
AT4G39672	tRNA	Chr4	18411265	18411338	74	+
AT4G39675	protein_coding_gene	Chr4	18413775	18414240	466	+
AT4G39680	protein_coding_gene	Chr4	18414306	18417530	3225	-
AT4G39690	protein_coding_gene	Chr4	18417656	18421971	4316	+
AT4G39700	protein_coding_gene	Chr4	18424265	18424906	642	+
AT4G39710	protein_coding_gene	Chr4	18427039	18428412	1374	-
AT4G39720	protein_coding_gene	Chr4	18429892	18430950	1059	-
AT4G39730	protein_coding_gene	Chr4	18432899	18433695	797	+
AT4G39740	protein_coding_gene	Chr4	18435293	18437136	1844	-
AT4G39745	protein_coding_gene	Chr4	18437806	18438665	860	+
AT4G39750	protein_coding_gene	Chr4	18439138	18439578	441	+
AT4G39753	protein_coding_gene	Chr4	18440112	18441445	1334	+
AT4G39756	protein_coding_gene	Chr4	18441756	18443000	1245	+
AT4G39760	protein_coding_gene	Chr4	18443679	18444788	1110	+
AT4G39770	protein_coding_gene	Chr4	18448980	18451293	2314	-
AT4G39780	protein_coding_gene	Chr4	18457957	18459180	1224	-
AT4G39790	protein_coding_gene	Chr4	18462190	18464824	2635	-
AT4G39795	protein_coding_gene	Chr4	18466565	18467449	885	+
AT4G39800	protein_coding_gene	Chr4	18469348	18471967	2620	-
AT4G39810	protein_coding_gene	Chr4	18474608	18475735	1128	-
AT4G39820	protein_coding_gene	Chr4	18476007	18477943	1937	-
AT4G39830	protein_coding_gene	Chr4	18478929	18481343	2415	+
AT4G39838	other_RNA	Chr4	18484875	18486365	1491	-
AT4G39840	protein_coding_gene	Chr4	18484901	18486814	1914	+
AT4G39850	protein_coding_gene	Chr4	18488437	18497136	8700	+
AT4G39860	protein_coding_gene	Chr4	18499753	18501642	1890	+
AT4G39865	tRNA	Chr4	18501712	18501784	73	-
AT4G39870	protein_coding_gene	Chr4	18501877	18504466	2590	+
AT4G39880	protein_coding_gene	Chr4	18504537	18505338	802	+
AT4G39890	protein_coding_gene	Chr4	18505962	18507586	1625	+
AT4G39900	protein_coding_gene	Chr4	18508370	18510553	2184	-
AT4G39910	protein_coding_gene	Chr4	18511575	18514338	2764	-
AT4G39917	protein_coding_gene	Chr4	18515213	18515602	390	+
AT4G39920	protein_coding_gene	Chr4	18515749	18517274	1526	+
AT4G39925	protein_coding_gene	Chr4	18517409	18518052	644	-
AT4G39930	protein_coding_gene	Chr4	18518343	18518983	641	-
AT4G39940	protein_coding_gene	Chr4	18519717	18521568	1852	+
AT4G39950	protein_coding_gene	Chr4	18525246	18527579	2334	+
AT4G39952	protein_coding_gene	Chr4	18527680	18530007	2328	+
AT4G39955	protein_coding_gene	Chr4	18530543	18532259	1717	+
AT4G39960	protein_coding_gene	Chr4	18533755	18536618	2864	+
AT4G39970	protein_coding_gene	Chr4	18536538	18538506	1969	-
AT4G39980	protein_coding_gene	Chr4	18539575	18542093	2519	+
AT4G39985	tRNA	Chr4	18542171	18542244	74	+
AT4G39986	protein_coding_gene	Chr4	18542349	18542465	117	-
AT4G39990	protein_coding_gene	Chr4	18542551	18543978	1428	+
AT4G40000	protein_coding_gene	Chr4	18543893	18547523	3631	-
AT4G40010	protein_coding_gene	Chr4	18548704	18551056	2353	-
AT4G40011	protein_coding_gene	Chr4	18551198	18551404	207	-
AT4G40020	protein_coding_gene	Chr4	18553453	18555300	1848	-
AT4G40030	protein_coding_gene	Chr4	18555577	18556972	1396	-
AT4G40040	protein_coding_gene	Chr4	18557187	18558743	1557	-
AT4G40042	protein_coding_gene	Chr4	18559103	18559844	742	+
AT4G40045	protein_coding_gene	Chr4	18559784	18560657	874	-
AT4G40050	protein_coding_gene	Chr4	18560860	18563838	2979	-
AT4G40060	protein_coding_gene	Chr4	18571359	18573084	1726	-
AT4G40065	other_RNA	Chr4	18574503	18575585	1083	-
AT4G40070	protein_coding_gene	Chr4	18576418	18577774	1357	+
AT4G40080	protein_coding_gene	Chr4	18579314	18580717	1404	+
AT4G40085	other_RNA	Chr4	18579242	18580377	1136	-
AT4G40090	protein_coding_gene	Chr4	18580838	18581585	748	-
AT4G40100	protein_coding_gene	Chr4	18583244	18584524	1281	+
AT5G01010	protein_coding_gene	Chr5	1223	5061	3839	-
AT5G01015	protein_coding_gene	Chr5	5256	5891	636	-
AT5G01020	protein_coding_gene	Chr5	5917	8444	2528	-
AT5G01030	protein_coding_gene	Chr5	9869	13235	3367	+
AT5G01040	protein_coding_gene	Chr5	13128	16173	3046	-
AT5G01050	protein_coding_gene	Chr5	18086	20812	2727	-
AT5G01060	protein_coding_gene	Chr5	22740	24847	2108	+
AT5G01070	protein_coding_gene	Chr5	25094	25799	706	-
AT5G01075	protein_coding_gene	Chr5	26848	27449	602	-
AT5G01080	protein_coding_gene	Chr5	28532	29086	555	-
AT5G01090	protein_coding_gene	Chr5	32832	34326	1495	+
AT5G01100	protein_coding_gene	Chr5	34596	37948	3353	-
AT5G01110	protein_coding_gene	Chr5	41768	44375	2608	-
AT5G01120	protein_coding_gene	Chr5	44813	47127	2315	+
AT5G01130	protein_coding_gene	Chr5	47570	49512	1943	+
AT5G01140	protein_coding_gene	Chr5	49891	51437	1547	+
AT5G01150	protein_coding_gene	Chr5	51988	53817	1830	+
AT5G01160	protein_coding_gene	Chr5	54010	55856	1847	+
AT5G01170	protein_coding_gene	Chr5	58162	60136	1975	+
AT5G01175	other_RNA	Chr5	60208	61214	1007	+
AT5G01180	protein_coding_gene	Chr5	61017	63848	2832	-
AT5G01190	protein_coding_gene	Chr5	72392	74756	2365	+
AT5G01200	protein_coding_gene	Chr5	77116	78543	1428	+
AT5G01210	protein_coding_gene	Chr5	84474	86275	1802	+
AT5G01215	other_RNA	Chr5	84307	86215	1909	-
AT5G01220	protein_coding_gene	Chr5	86585	89986	3402	-
AT5G01225	protein_coding_gene	Chr5	91920	92324	405	+
AT5G01230	protein_coding_gene	Chr5	92601	95701	3101	-
AT5G01240	protein_coding_gene	Chr5	97894	101835	3942	+
AT5G01250	protein_coding_gene	Chr5	102293	103770	1478	-
AT5G01260	protein_coding_gene	Chr5	105325	107405	2081	+
AT5G01270	protein_coding_gene	Chr5	107646	112311	4666	-
AT5G01280	protein_coding_gene	Chr5	114011	116237	2227	-
AT5G01290	protein_coding_gene	Chr5	117307	121569	4263	+
AT5G01300	protein_coding_gene	Chr5	121483	122525	1043	-
AT5G01310	protein_coding_gene	Chr5	125304	128960	3657	+
AT5G01320	protein_coding_gene	Chr5	129302	131625	2324	-
AT5G01330	protein_coding_gene	Chr5	132319	134862	2544	-
AT5G01340	protein_coding_gene	Chr5	143055	144720	1666	-
AT5G01350	protein_coding_gene	Chr5	145636	147200	1565	-
AT5G01360	protein_coding_gene	Chr5	147482	149367	1886	-
AT5G01365	tRNA	Chr5	150355	150427	73	-
AT5G01370	protein_coding_gene	Chr5	152530	154467	1938	+
AT5G01380	protein_coding_gene	Chr5	155639	157601	1963	-
AT5G01390	protein_coding_gene	Chr5	160264	162299	2036	-
AT5G01400	protein_coding_gene	Chr5	162550	171072	8523	-
AT5G01410	protein_coding_gene	Chr5	172318	173614	1297	-
AT5G01420	protein_coding_gene	Chr5	174799	176214	1416	-
AT5G01430	protein_coding_gene	Chr5	176447	178623	2177	-
AT5G01440	protein_coding_gene	Chr5	179822	181321	1500	+
AT5G01445	protein_coding_gene	Chr5	181877	182581	705	-
AT5G01450	protein_coding_gene	Chr5	183328	186448	3121	-
AT5G01460	protein_coding_gene	Chr5	186694	190457	3764	+
AT5G01470	protein_coding_gene	Chr5	190928	192611	1684	+
AT5G01480	protein_coding_gene	Chr5	192990	194231	1242	+
AT5G01490	protein_coding_gene	Chr5	195541	198524	2984	+
AT5G01500	protein_coding_gene	Chr5	198943	201552	2610	+
AT5G01510	protein_coding_gene	Chr5	201606	205386	3781	+
AT5G01520	protein_coding_gene	Chr5	206432	208611	2180	+
AT5G01530	protein_coding_gene	Chr5	208937	210445	1509	+
AT5G01540	protein_coding_gene	Chr5	210979	213472	2494	-
AT5G01542	other_RNA	Chr5	211257	213471	2215	+
AT5G01550	protein_coding_gene	Chr5	214517	216583	2067	-
AT5G01560	protein_coding_gene	Chr5	218138	220530	2393	-
AT5G01570	protein_coding_gene	Chr5	221367	222836	1470	+
AT5G01580	protein_coding_gene	Chr5	222760	223852	1093	-
AT5G01590	protein_coding_gene	Chr5	224174	226926	2753	+
AT5G01595	other_RNA	Chr5	227024	230013	2990	+
AT5G01600	protein_coding_gene	Chr5	227953	230051	2099	-
AT5G01610	protein_coding_gene	Chr5	230987	232205	1219	+
AT5G01620	protein_coding_gene	Chr5	232565	234916	2352	+
AT5G01630	protein_coding_gene	Chr5	234851	240911	6061	-
AT5G01640	protein_coding_gene	Chr5	241383	242225	843	-
AT5G01650	protein_coding_gene	Chr5	242550	244111	1562	-
AT5G01660	protein_coding_gene	Chr5	244504	249147	4644	-
AT5G01670	protein_coding_gene	Chr5	251814	253960	2147	+
AT5G01680	protein_coding_gene	Chr5	253996	256640	2645	-
AT5G01690	protein_coding_gene	Chr5	257410	260345	2936	+
AT5G01700	protein_coding_gene	Chr5	260726	263451	2726	-
AT5G01710	protein_coding_gene	Chr5	263511	265633	2123	-
AT5G01712	protein_coding_gene	Chr5	263511	265633	2123	-
AT5G01720	protein_coding_gene	Chr5	266723	270483	3761	-
AT5G01730	protein_coding_gene	Chr5	272832	277561	4730	-
AT5G01732	other_RNA	Chr5	272839	276426	3588	+
AT5G01734	protein_coding_gene	Chr5	278990	279142	153	-
AT5G01740	protein_coding_gene	Chr5	280722	281445	724	+
AT5G01747	miRNA	Chr5	287586	287734	149	+
AT5G01750	protein_coding_gene	Chr5	289765	291326	1562	+
AT5G01760	protein_coding_gene	Chr5	291712	294304	2593	+
AT5G01770	protein_coding_gene	Chr5	294313	301984	7672	-
AT5G01780	protein_coding_gene	Chr5	302267	304188	1922	-
AT5G01790	protein_coding_gene	Chr5	304897	305696	800	-
AT5G01800	protein_coding_gene	Chr5	306968	308908	1941	+
AT5G01810	protein_coding_gene	Chr5	309434	312097	2664	+
AT5G01820	protein_coding_gene	Chr5	313193	315000	1808	-
AT5G01830	protein_coding_gene	Chr5	320695	323169	2475	+
AT5G01840	protein_coding_gene	Chr5	324552	325516	965	+
AT5G01849	protein_coding_gene	Chr5	331773	331904	132	+
AT5G01850	protein_coding_gene	Chr5	332337	334470	2134	+
AT5G01860	protein_coding_gene	Chr5	335630	336277	648	+
AT5G01870	protein_coding_gene	Chr5	337177	337820	644	+
AT5G01880	protein_coding_gene	Chr5	338899	340253	1355	+
AT5G01881	protein_coding_gene	Chr5	339838	340266	429	+
AT5G01890	protein_coding_gene	Chr5	341543	345127	3585	-
AT5G01900	protein_coding_gene	Chr5	351008	352069	1062	-
AT5G01910	protein_coding_gene	Chr5	357795	358799	1005	-
AT5G01920	protein_coding_gene	Chr5	359107	362904	3798	+
AT5G01930	protein_coding_gene	Chr5	361081	362901	1821	-
AT5G01940	protein_coding_gene	Chr5	363594	364769	1176	-
AT5G01950	protein_coding_gene	Chr5	364902	370186	5285	-
AT5G01960	protein_coding_gene	Chr5	370400	372969	2570	+
AT5G01970	protein_coding_gene	Chr5	372905	374954	2050	-
AT5G01980	protein_coding_gene	Chr5	375215	377208	1994	+
AT5G01990	protein_coding_gene	Chr5	377231	379911	2681	-
AT5G02000	protein_coding_gene	Chr5	380155	380595	441	-
AT5G02010	protein_coding_gene	Chr5	383153	385850	2698	+
AT5G02020	protein_coding_gene	Chr5	386018	388123	2106	-
AT5G02021	protein_coding_gene	Chr5	388715	388828	114	-
AT5G02025	tRNA	Chr5	389893	389963	71	-
AT5G02030	protein_coding_gene	Chr5	395634	399041	3408	+
AT5G02035	miRNA	Chr5	400383	400502	120	+
